,Unnamed: 0,Unnamed: 0.1,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels,sentiment_cluster
10,10,16,1340491842098405376,"WTH⁉️ trump’s definitely working for #Russia ~ so NOT good folks‼️👎😱🤬
Tonight, trump blatantly contradicted his best WH bud #Pompeo‼️🤪😡😫 https://t.co/5kHB6xvbLO",21784241,kimasabe,2009-02-24T19:12:12.000Z,"L.A. now~b4: San Gabriel, CA⛪️","🛸Kim, L.A.♻️🚭💀🖖👽📚","Native Angeleno 💜:#PBS, #UK, #JaneAusten, #Literature 🎬: NatlScreen film posters 9yrs #FAB4,#TREK🖖 #BSB+Legal exp.+#LAPD Dad🙏~unable 2follow more now😰",3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2020-12-20,wth trump definit work russia good folk tonight trump blatantli contradict best wh bud pompeo,2,50,40.0
11,11,17,1340491802042875904,Trump is a traitor and a #LoserInChief https://t.co/ouW5xqsXBN,490916933,Michelle_IC,2012-02-13T01:53:18.000Z,"Maryland, USA",Mich Soca,"US Army Veteran! Proud #UKYLaw & #FSU grad ~ Civil rights is not a hobby, it's my passion & Caribbean Carnival chaser is my release",01fbe706f872cb32,US,city,"Washington, DC","[-77.119401, 38.801826, -76.909396, 38.9953797]",Etats-Unis,Washington,2020-12-20,trump traitor loserinchief,1,29,51.0
12,12,19,1340491780018429952,Trump supporters are fighting to save the world from corruption and tyranny  https://t.co/NHAIThA8oE,36313065,cory_ida,2009-04-29T07:45:18.000Z,Oahu,coRy ida,Building communities through media.,afdda35f375f55ae,US,city,"Kaneohe, HI","[-157.8309972, 21.3850908, -157.760186, 21.428755]",Etats-Unis,Kaneohe,2020-12-20,trump support fight save world corrupt tyranni,2,55,23.0
13,13,20,1340491729993121792,@MrAznEric Yes absolutely and continuing to pray for him too because he definitely won this election by a long ways!,874619323159019520,OhioPicTaker,2017-06-13T13:27:51.000Z,"Ohio, USA",Belinda Wilson,Very thankful to be a Christian! Love the legendary Oak Ridge Boys! #1Ohio fan! Love my cat Clarise too!,00c5facd49356aae,US,city,"Washington Court House, OH","[-83.475958, 39.514026, -83.396837, 39.575259]",Etats-Unis,Washington Court House,2020-12-20,ye absolut continu pray definit elect long way,1,25,15.0
14,14,21,1340491686816980992,Trump 2020,72552649,toastybit,2009-09-08T13:32:47.000Z,"Georgia, USA",SandyLayne,sandy b flowers ~ trump supporter ~ truth will set you free,4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2020-12-20,trump 2020,1,4,20.0
15,15,22,1340491675651563520,"@HOD12487695 @ZimerickArt @IdleSloth84 Removed it 👍🏾

I was replying to the dude that made the false claim that Trump was the first POTUS not to have a new war during his term",1251411316121583622,InfamousLiberal,2020-04-18T07:25:22.000Z,"San Francisco, CA",InfamousLiberalGamer 🐲🎮,"Founder & Administrator of Liberal Gamer Giveaways, Xbox Club: The Console Warlords & Cross Platform Warriors (💰-🏆 Competitive Tourneys)",5a110d312052166f,US,city,"San Francisco, CA","[-122.514926, 37.708075, -122.357031, 37.833238]",Etats-Unis,San Francisco,2020-12-20,remov repli dude made fals claim trump first potu new war term,2,59,51.0
16,16,23,1340491659306545152,@realDonaldTrump @DNI_Ratcliffe @SecPompeo Mr. President we don’t deserve you but I am so thankful we have you. If this election is not fixed we the people have spoken and a new party will erupt. #PatriotParty https://t.co/5N7sC6l6pF,382325674,angiecscc,2011-09-29T21:40:32.000Z,"Ohio, USA",Angela,"Praise God, Love people, preach the truth. Jesus Christ",3df0e3eb1e91170b,US,city,"Columbus, OH","[-83.200169, 39.832013, -82.7713751, 40.157354]",Etats-Unis,Columbus,2020-12-20,mr presid dont deserv thank elect fix peopl spoken new parti erupt patriotparti,1,20,4.0
17,17,25,1340491626767114242,"@ldebeck111 @BringBackPapa @GabeGuidarini There is 0 evidence of any fraud, the trump campaign isn't even arguing fraud in court",1172317169557749760,watson2203,2019-09-13T01:13:01.000Z,DMV,big bags of soup,"from Virginia, former Republican, Master's of homeland security, BA criminal justice #BLM #Blacklivesmatter",4ee7712e521a7387,US,city,"Fredericksburg, VA","[-77.5193868, 38.270129, -77.447189, 38.3260007]",Etats-Unis,Fredericksburg,2020-12-20,0 evid fraud trump campaign even argu fraud court,2,26,3.0
18,18,26,1340491623134720002,"@ggreenwald You seem to forget the US withdrawal from Syria which allowed Russia’s ability to move in country and take over our former bases, putting our allies, the Kurds, into a very bad position. 

He refused to acknowledge RU’s involvement in the 2016 election and now the cyber hack.",763498399068925952,BitterDickery,2016-08-10T22:12:58.000Z,"Long Beach, CA",BitterDickery ™ Get Vaccinated!,🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦Married to @clevergalCA #Friendofthepod No DMs,01c060cf466c6ce3,US,city,"Long Beach, CA","[-118.250227, 33.732905, -118.0631938, 33.885438]",Etats-Unis,Long Beach,2020-12-20,seem forget us withdraw syria allow russia abil move countri take former base put alli kurd bad posit refus acknowledg ru involv 2016 elect cyber hack,0,11,17.0
19,19,27,1340491476439064577,"Donald Trump is a traitor
#LockTrumpUp",867532477,BronxSaint,2012-10-08T06:35:37.000Z,Just look at my handle,TRIPLE VAXXED BORI 🇵🇷,“Contemplation is better than praying”- Krishna INSTAGRAM: kidrob0t #LGM,002e24c6736f069d,US,city,"Bronx, NY","[-73.933612, 40.785365, -73.765271, 40.91533]",Etats-Unis,Bronx,2020-12-20,donald trump traitor locktrumpup,2,29,12.0
20,20,28,1340491468180496384,"@HlaoRoo @LVNancy @RepSwalwell @pinkk9lover @ROCKONOHIO @VFL2013 @CB618444 @megdogwuff @HLAurora63 @RealBasedMAGA @MazurikL @skb_sara @SandraSentinel @realDonaldTrump How so. Where is your evidence? Not what CNN or the other liberal media tells you, but the truth. There is no evidence of Trump being treasonus. But you like others eill do exactly what Russia and China want you to Do, focus on the wrong country. Biden is already owned by China.",171368848,Pam_Bond_,2010-07-27T05:21:12.000Z,"Texas, USA",Pamela Bond,"Christian, wife, mother, grandmother, daughter, dreamer. It never hurts to dream. Trump supporter. MAGA. Drain the swamp.",e0060cda70f5f341,US,admin,"Texas, USA","[-106.645646, 25.837092, -93.508131, 36.500695]",Etats-Unis,Texas,2020-12-20,evid cnn liber media tell truth evid trump treasonu like other eill exactli russia china want focu wrong countri biden alreadi own china,0,22,33.0
21,21,29,1340491462547566593,@Katpa73 Because the Trump enablers who make the action necessary lack the moral character to do it.,378075091,LScholler,2011-09-22T16:05:21.000Z,"Delaware, USA",Trying to understand🇺🇦🌻,Retired. Vaxxed and masked because I am trying to live to enjoy it and the many wonderful people . Fighting the MAGAts. #resist,3f5897b87d2bf56c,US,admin,"Delaware, USA","[-75.7887564, 38.4510398, -74.984165, 39.839007]",Etats-Unis,Delaware,2020-12-20,trump enabl make action necessari lack moral charact,1,28,45.0
22,22,30,1340491410152296448,@mehdirhasan Why do I feel like Trump is holding an AK47 while the Dems have squirt guns in their pockets?,1884350492,mpechura,2013-09-19T20:46:05.000Z,"Wisconsin, USA",marlene pechura,"Extreme lover of dogs, nature, books and writing --- Wife of Jeff, aspiring watercolor artist and political addict",7dc5c6d3bfb10ccc,US,admin,"Wisconsin, USA","[-92.889433, 42.491921, -86.24955, 47.309715]",Etats-Unis,Wisconsin,2020-12-20,feel like trump hold ak47 dem squirt gun pocket,0,49,10.0
23,23,31,1340491400853467136,"Ready for #Trump to declare War to stay in power...
#trumpisatraitor",235228949,thecyde,2011-01-07T17:35:11.000Z,MADE IN MISSISSIPPI 🏷,〽️UG🈂️FU©️K🅰️,🤦🏾‍♂️(((Welcome to my shit show )))🎙 🏚 🇹🇹 “I’m on you”🤌🏾👈🏾,7dc5c6d3bfb10ccc,US,admin,"Wisconsin, USA","[-92.889433, 42.491921, -86.24955, 47.309715]",Etats-Unis,Wisconsin,2020-12-20,readi trump declar war stay power,1,59,26.0
24,24,32,1340491353667432448,@DanScavino So Inspiring. ❤ The World Is Watching. Americans are Fighting like a Flynn. We Will Stop The Steal. We Will Continue To Hold The Line.  Trump 2020.,1042605204292530176,SherrieinCali,2018-09-20T02:43:46.000Z,Jamestown CA. ,Sharing the Truth,"Humanitarian, Travel, President Trump, Classic Rock. not always in that order.",fbd6d2f5a4e4a15e,US,admin,"California, USA","[-124.482003, 32.528832, -114.131212, 42.009519]",Etats-Unis,California,2020-12-20,inspir world watch american fight like flynn stop steal continu hold line trump 2020,1,4,19.0
25,25,33,1340491340421980161,"Lady liberty is not blind.
Special treatment

Joe Biden's niece Caroline, 33, avoids prison time for DUI https://t.co/bsvTbnzH5I via @MailOnline",124825742,DruMayle,2010-03-20T18:07:04.000Z,"Norwich, CT",Dru,"#3rdGenMil, #Navy Retiree, #500+ Days-at-Sea,
#Recipient of 7 different medal.
#Brain Cancer Survivor, #MAGA
Bought Florida Georgia Line Donate Vet  ♿
Fly🇺🇸",ca059e12283afa1e,US,city,"Norwich, CT","[-72.175195, 41.490724, -72.030241, 41.607853]",Etats-Unis,Norwich,2020-12-20,ladi liberti blind special treatment joe biden niec carolin 33 avoid prison time dui via,2,10,27.0
26,26,34,1340491337280438272,"Trump really wants to declare martial law and have the voting machines checked out for voting irregularities.  
The king c lown has list his flippen mind",937360845650235393,JohnAll73320517,2017-12-03T16:40:15.000Z,"Brownsburg, IN",John Allen,Sports World News Government & Politics NFL NFL,1010ecfa7d3a40f8,US,admin,"Indiana, USA","[-88.097892, 37.771743, -84.78458, 41.761368]",Etats-Unis,Indiana,2020-12-20,trump realli want declar martial law vote machin check vote king c lown list flippen mind,2,41,20.0
27,27,37,1340491218850082817,@PeppleAshley @Penny_J_Thomas @blackreignfire @NicolasEdny Bernie continuously ignore blacks and poc as part of the working class and instead insists on using working class as code for white people. Biden won the most votes for ppl whose income is less than 100k and ALL NON WHITE VOTERS. Trump won the most white voters and those &gt;100k. https://t.co/1c2UldvYLy,22379003,SineQuaN0nUSA,2009-03-01T16:47:01.000Z,somewhere blocking 🌹 twtter,PartialSunset,"Old, disgraceful commie, neo-libtard, socialist-marxist, fascist-muslim,baby killing,god hating,antiFeminist feminazi, unpatriotic,man-looking, typo queen.",e0060cda70f5f341,US,admin,"Texas, USA","[-106.645646, 25.837092, -93.508131, 36.500695]",Etats-Unis,Texas,2020-12-20,berni continu ignor black poc part work class instead insist use work class code white peopl biden vote ppl whose incom less 100k non white voter trump white voter gt100k,0,17,38.0
28,28,39,1340491180832862208,"@TheTrueAmerica5 I am worried.
https://t.co/N4czgKD7Oh",825057711134035968,JMPeck69,2017-01-27T19:07:41.000Z,"Houston, TX",Professor Peacock🇺🇦,"In the fight to give a voice to those that can only squawk. In the neverending fight to protect beauty, I was kicked off Nextdoor Heathlake. #drcole",1c69a67ad480e1b1,US,city,"Houston, TX","[-95.823268, 29.522325, -95.069705, 30.1546646]",Etats-Unis,Houston,2020-12-20,worri,2,45,0.0
29,29,42,1340491174101082112,@Agent4MassGov Crazy as a loon...or trump himself,1083163918992842752,LaurieP10155147,2019-01-10T00:49:37.000Z,Estero Florida ,Lj57,"Mom, gramma, medical /legal professional",47d6c4ee241dfc33,US,city,"Estero, FL","[-81.840335, 26.389186, -81.754749, 26.4569821]",Etats-Unis,Estero,2020-12-20,crazi loonor trump,1,50,37.0
30,30,43,1340491110058242048,Will there be people on here that will still tweet and follow trump when he leaves office? I hope not but I see a lot of pundits and nobody’s have made a good living all this man. Based on their tweet following.,1081953266957803522,deniselatim,2019-01-06T16:38:55.000Z,Washington D.C,change is now,I have been in Information Technology for over 20 years/STEM/Army Brat/Navy Vet/Entrepreneur/speak the truth/Justice for the wrongly convicted/equality,5635c19c2b5078d1,US,admin,"Virginie, USA","[-83.67529, 36.540739, -75.16644, 39.466012]",Etats-Unis,Virginie,2020-12-20,peopl still tweet follow trump leav offic hope see lot pundit nobodi made good live man base tweet follow,2,17,4.0
31,31,44,1340491104374943744,"@realDonaldTrump  Our President , am I right ? The Stream on the Tea time , 9:25 window too10:00 you in, me you in-I-inu window ? @TreRook_  ,and I a former 🏳️‍🌈🥂 couple now tribes , turned straight . By destiny”I’m a reborn woman “ monologue for Trump TV . @Comments @IvankaTrump https://t.co/DwpdVYPMW9",836996947856613376,CylonToes1_26,2017-03-01T17:49:57.000Z,"Mahwah, NJ",Lux/John Carlito Rook she /hers,"An Angel raised in SinCity , born in Los Angeles MLK = BLM . 💜Republican Progressive Party",01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2020-12-20,presid right stream tea time 925 window too1000 iniinu window former coupl tribe turn straight destinyim reborn woman monologu trump tv,1,58,40.0
32,32,45,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text,2,27,29.0
33,33,47,1340526098468233216,"@marcorubio Great instead of the old, people with autoimmune diseases, people who really need it cannot get it. You knew Trump didn’t order enough for one state alone even though there’s 49 others",3286115984,michelle1virg,2015-07-21T04:35:15.000Z,USA,Michelle B V,"I foster kids & animals, volunteer for many rescues. I’m very opinionated and straightforward.",5ca2cc5afa0894df,US,city,"Miramar, FL","[-80.4081604, 25.956799, -80.205968, 25.9954488]",Etats-Unis,Miramar,2020-12-20,great instead old peopl autoimmun diseas peopl realli need can not get knew trump didnt order enough one state alon even though there 49 other,0,38,6.0
34,34,48,1340525975906504705,@ggreenwald Trump is never been relentless...maybe relentless liar or cheat 🤔,1004728196665958400,Tombaan66,2018-06-07T14:14:03.000Z,"Texas, USA",Tombaan,"#TermLimits
#ExpandSCOTUS
#BetoForGovernor
#POEMS
#BLM
#WarrenDemocrat
#Ukraine",e0060cda70f5f341,US,admin,"Texas, USA","[-106.645646, 25.837092, -93.508131, 36.500695]",Etats-Unis,Texas,2020-12-20,trump never relentless liar cheat,2,40,11.0
35,35,50,1340525957787074560,"@TX_WalkerRanger 
Are you ready for this
Info was given to the Biden adm. Normal procedure. Within 24 hours. DNI picked it up on the Chinese Channels. Whatcha think",2460762241,artmobley,2014-04-24T04:10:24.000Z,Parkville.  Md.21234  ,artmobley1@gmail.com,"I am a die hard conservative. TRUMP FIRST AN ALWAYS
 l can suck a lemon dry 
love my family an country. willing to die for both. 
Politics first an always",186f9ea317217282,US,city,"Carney, MD","[-76.568646, 39.379544, -76.498934, 39.44386]",Etats-Unis,Carney,2020-12-20,readi info given biden adm normal procedur within 24 hour dni pick chines channel whatcha think,1,30,6.0
36,36,54,1340525897703677952,@marcorubio You’re a spineless sack of shit. Do you have the balls to tell Trump this? No. Go fuck yourself,1019053168188157952,NYCRobUCF,2018-07-17T02:56:23.000Z,"New York, NY",UCF is Big12 Country! ✌🏼,"UCF Alumni - Avid sports fan. UCF, Dodgers, Avs and unfortunately a NY Giants & Magic fan
Insta: ucfrobnyc",e4a0d228eb6be76b,US,city,"Philadelphia, PA","[-75.280284, 39.871811, -74.955712, 40.13792]",Etats-Unis,Philadelphia,2020-12-20,your spineless sack shit ball tell trump go fuck,1,12,31.0
37,37,58,1340525777629159424,Trump WON! https://t.co/wADxgRLHhV,7839052,stephenhblack,2007-07-31T04:57:17.000Z,"Oklahoma City, OK",Stephen Black,"First Stone Min.Exec.Dir.-30yrs, Pastor, Speaker& Author. Love my wife Robin of 35yrs & my 3adult kids,3grndkids, Live CORAM DEO #OnceGay 39+yrs ago, #SBlackOKC",bd3d2074a33fbd06,US,admin,"Oklahoma, USA","[-103.0026515, 33.615765, -94.431332, 37.002328]",Etats-Unis,Oklahoma,2020-12-20,trump,2,50,40.0
38,38,61,1340525756313563136,@namllih_j Georgia special election. Jan 5. Case in point,55857464,miltsdad,2009-07-11T15:46:39.000Z,"California, USA",Bradd Silver,"retired endocrine physician, giants and Warriors fan. Gun Violence Prevention, Volunteer Año Nuevo State Park (CA) , BLM, All opinions my own, He/him",432daa3153c5fef9,US,city,"San Mateo, CA","[-122.355038, 37.512567, -122.275805, 37.592395]",Etats-Unis,San Mateo,2020-12-20,georgia special elect jan 5 case point,2,33,53.0
39,39,62,1340525695215276034,THE GREAT RESET: Davos &amp; the Plot to Cancel Trump https://t.co/4rmKqZ9fpn via @YouTube,1024319602631815169,cirab4,2018-07-31T15:43:19.000Z,United States,cirab,Trending,ec689e69912965d0,US,city,"Concord, NC","[-80.766298, 35.321152, -80.4959648, 35.482811]",Etats-Unis,Concord,2020-12-20,great reset davo amp plot cancel trump via,0,50,4.0
40,40,63,1340525677146193920,Hawley reacts to tech execs donating to Biden while blocking Hunter story https://t.co/jmUOTyU5Yn via @YouTube/ Disgraceful and they ought to be in prison 😡@POTUS @RudyGiuliani @JaySekulow @TomFitton @JudicialWatch @Patriot_Girl_TX,1285069740,terracotta05,2013-03-21T04:53:32.000Z,"California, USA",Constantino Republican,"Retired Hlthcare.Its all abt Faith in God,Family,Art (Design Mosaic,Paint), Cooking, Gardening.💯SUPPORT TRUMP 💯#MAGA | ~http://@GETTRofficial @terracotta05",fbd6d2f5a4e4a15e,US,admin,"California, USA","[-124.482003, 32.528832, -114.131212, 42.009519]",Etats-Unis,California,2020-12-20,hawley react tech exec donat biden block hunter stori via disgrac ought prison,0,7,42.0
41,41,64,1340525670187855872,"@MysterySolvent @realDonaldTrump you are the biggest Embarrassment that we have in this country you as a president are the worst president in history. I’m so happy that you lost big and 81,000,000 Americans chose Joe Biden to be the next President of the United States you are a loser Trump.",1061109464391184384,riv931964,2018-11-10T04:13:05.000Z,"Connecticut, USA",I am so lucky to be alive,"I’m a Tractor-trailer driver for 35 years I love my job , if you follow me I will follow you right back . I believe we are stronger together I’m happy married",7714f2c70ed66321,US,city,"Bridgeport, CT","[-73.244348, 41.141738, -73.153889, 41.229611]",Etats-Unis,Bridgeport,2020-12-20,biggest embarrass countri presid worst presid histori im happi lost big 81000000 american chose joe biden next presid unit state loser trump,0,6,7.0
42,42,66,1340525577380499456,"@debiowens The longest decade ever, from the election to the inauguration.",20274779,KarinFox,2009-02-06T21:40:50.000Z,"Philadelphia, PA",Karin Fox,"Justice, neurodiversity, civil rights, the Constitution, IDEA, FAPE, ADA,🇮🇱, beaches and breezes...and margaritas. *Main Line Special Needs Parents*-FB",85347dffcfcb9858,US,city,"Narberth, PA","[-75.273052, 40.000523, -75.252354, 40.013494]",Etats-Unis,Narberth,2020-12-20,longest decad ever elect inaugur,2,56,45.0
43,43,68,1340525547353485313,"@jadaiyuki @LMRoad_93 @IdleSloth84 won both but lost the election to JFK. 

And he got that silly lie from Trump and or Matt Gaetz who use it in speeches to dummies at rallies, who believe anything they are told.",1251411316121583622,InfamousLiberal,2020-04-18T07:25:22.000Z,"San Francisco, CA",InfamousLiberalGamer 🐲🎮,"Founder & Administrator of Liberal Gamer Giveaways, Xbox Club: The Console Warlords & Cross Platform Warriors (💰-🏆 Competitive Tourneys)",5a110d312052166f,US,city,"San Francisco, CA","[-122.514926, 37.708075, -122.357031, 37.833238]",Etats-Unis,San Francisco,2020-12-20,lost elect jfk got silli lie trump matt gaetz use speech dummi ralli believ anyth told,2,42,43.0
44,44,70,1340525520807718914,People who get upset when others don’t take Eric Clapton’s “Tears In Heaven” seriously are definitely the same people still praying for widespread 2020 election fraud.,214110964,surethingchief,2010-11-10T16:00:37.000Z,new york city,Jason A Messina,Comedy/Illustrator/Graphics @LastWeekTonight - Vids: https://t.co/HbR6HJvyYh ❤️ horror & ✍🏼 monsters: https://t.co/l3dSBCNdsY I made that thing you might've seen,002e24c6736f069d,US,city,"Bronx, NY","[-73.933612, 40.785365, -73.765271, 40.91533]",Etats-Unis,Bronx,2020-12-20,peopl get upset other dont take eric clapton tear heaven serious definit peopl still pray widespread 2020 elect fraud,0,38,51.0
45,45,73,1340525422010875904,"@realDonaldTrump Voter fraud of any kind is exceedingly rare in the US, election experts confirm. 🇺🇸",1678940930,arden1953,2013-08-17T19:05:33.000Z,miami fl,Eagle 🇫🇷🇬🇷🇺🇸🇮🇱🇦🇲,"American politics, Foreign Affairs. Tweets are might be my options or from third parties.",4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2020-12-20,voter fraud kind exceedingli rare us elect expert confirm,2,0,3.0
46,46,74,1340525386531295232,It’ll be 15.000.000 looking for a bathroom. We need a coup to prevent a coup. TRUMP🇺🇸🇺🇸🇺🇸  impose MARSHALL LAW. Redo the election. Save the United States. Don’t be a traitor! https://t.co/KH7QA4AnNn,749657035374034948,chrisfaye622,2016-07-03T17:32:20.000Z,"Upper East Side, Manhattan",Chris Faye,Hope is hard to come by. A huge lie is harder to disprove than a small one. Trump is just a man. He did his best for the people and country.,01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2020-12-20,itll 15000000 look bathroom need coup prevent coup trump impos marshal law redo elect save unit state dont traitor,2,29,7.0
47,47,77,1340525321578303491,@UROCKlive1 There out in force. I went to the urban dictionary to look up something and a freakin trump add popped up.,232967895,sloopydeb,2011-01-01T22:17:04.000Z,"Florida, USA",Debbie Holbrook,"Live, Love, Laugh, and Resist.",4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2020-12-20,forc went urban dictionari look someth freakin trump add pop,2,1,10.0
