,Unnamed: 0,Unnamed: 0.1,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels,sentiment_cluster
10,10,11,810999814804635650,@ddiamond you went to Maralago yesterday and clumped it up with Trump! I suggest we all unfollow you! You're tainted! We need real journos,106814808,mayread3,2010-01-20T19:45:20.000Z,"New York, USA",Dr. Maria May 🇺🇸 🇨🇺🇺🇦🌻🌊,"Town Councilwoman, Democrat, Literacy Specialist, PhD in Education, Latina. #BidenHarris Love my AMAZING daughters! Love my pups #BLM #StandWithUkraine",94965b2c45386f87,US,admin,"New York, USA","[-79.76259, 40.477383, -71.777492, 45.015851]",Etats-Unis,New York,2016-12-20,went maralago yesterday clump trump suggest unfollow taint need real journo,2,9,14.0
11,11,12,810999805958877184,"*insert vid of trump saying ""Wrong. Wrong. Wrong.""* https://t.co/ValKnnpOwZ",741905054,LAPAGE12,2012-08-07T01:52:43.000Z,Midway.,Vinny LaPage,UIUC Alum | Chicago ★★★★ | IG: LAPAGE12 | RIP my brother Chris Furczon. 7/14/21 💙,1d9a5370a355ab0c,US,city,"Chicago, IL","[-87.940033, 41.644102, -87.523993, 42.0230669]",Etats-Unis,Chicago,2016-12-20,insert vid trump say wrong wrong wrong,2,51,13.0
12,12,13,810999781950623744,The media.should refuse to cover Trump going forward until he gives a press conference where he can be made held accountable. Media you need,602313055,hawaiianlove68,2012-06-08T00:03:19.000Z,Ft. Collins Co.,🌺🌴Susan🌴🌺,"Ohana means family, and family means no one gets left behind nor forgotten. We the resistance are family. We are stronger together! lets ride this blue 🌊",b2e4e65d7b80d2c1,US,city,"Fort Collins, CO","[-105.148074, 40.47168, -104.979811, 40.656701]",Etats-Unis,Fort Collins,2016-12-20,mediashould refus cover trump go forward give press confer made held account media need,1,13,43.0
13,13,14,810999771024556033,"Might just start another account called ""Things that make/made people want to vote for Trump"" and then retweet those things. Here is one. https://t.co/y7tiwMv7xc",29794311,Aaron_Smith_26,2009-04-08T19:17:49.000Z,"Springboro, Ohio",Aaron Smith,"Life long Steelers nut. Penguins and Bucs fan. Laid back, Tall, Awesome, Humble, Funny and a big fan of Dogs AND Cats. #GirlDad",050c276f7bcbb37e,US,city,"Beavercreek, OH","[-84.106764, 39.676687, -83.988342, 39.779185]",Etats-Unis,Beavercreek,2016-12-20,might start anoth account call thing makemad peopl want vote trump retweet thing one,1,57,7.0
14,14,15,810999769824894977,I've said this before keep your friends close but keep your enemies closer. Congratulations president-elect Donald Trump. Our prayers w/ you https://t.co/MFaWhei54I,2443842026,UOCC43606,2014-04-14T12:55:29.000Z,"Toledo, OH","Bishop John ,OSB","Bishop Emeritus-Ukrainian Orthodox Catholic Church(Laudetur Jesus Christus ).Theology/Orthodox-Liturgy/Western-
Bishop-Confraternity Latin/English Liturgy",7068dd9474ab6973,US,city,"Toledo, OH","[-83.694776, 41.580375, -83.454566, 41.732806]",Etats-Unis,Toledo,2016-12-20,said keep friend close keep enemi closer donald trump prayer w,2,55,46.0
15,15,16,810999765097967616,Bill Clinton definitely wrote Trump.,280818620,Slayruns33,2011-04-12T02:41:50.000Z,"Jacksonville, FL",Nick Bayruns,St. Lawrence University ‘17 • Lawn Game Enthusiast • 2017 Intramural Broomball Champion • Bankers Life,00730bdb61ac122f,US,city,"Clifton Park, NY","[-73.866843, 42.794375, -73.76885, 42.918113]",Etats-Unis,Clifton Park,2016-12-20,bill clinton definit wrote trump,2,42,30.0
16,16,17,810999755660820481,@fawfulfan  So...they are smearing a guy who woudn't vote for Trump with Ashley Madison while supporting the p**sy grabber-elect? gobsmacked,17299591,carriesjan,2008-11-11T01:02:22.000Z,Bedford TX,Jan I'm Vaccinated-You Should Be Too Carr,"Carrie's wife, Facebook Merkel Cell Carcinoma Support Group founder, Beating Breast Cancer - one boob at a time. Author, Software Engineer & Creole melting pot.",c79a0302b462ea2f,US,city,"North Richland Hills, TX","[-97.264529, 32.808748, -97.184107, 32.9120264]",Etats-Unis,North Richland Hills,2016-12-20,sothey smear guy woud vote trump ashley madison support psi grabberelect gobsmack,0,14,42.0
17,17,18,810999746416386048,"AG, Loretta Lynch, admitted at a Politico event there was no evidence that Russians compromised US electoral systems https://t.co/ygV44gbziQ",91145973,hlwegley,2009-11-19T17:13:18.000Z,Seattle area,H L Wegley,Meteorologist & Comp Sci guy who writes novels with a climate of suspense & a forecast of stormy weather https://t.co/ZRp4fIyw7m https://t.co/laLtgbcKrx #ChristFic #Cleanbooks,300bcc6e23a88361,US,city,"Seattle, WA","[-122.436232, 47.4953154, -122.2249728, 47.734319]",Etats-Unis,Seattle,2016-12-20,ag loretta lynch admit politico event evid russian compromis us elector system,0,17,30.0
18,18,19,810999712623054848,@carrieksada @llerer Obama has succeeded in completely dividing this country with his racist views and his hatred. Trump has a difficult job,71605581,sandrajdayton,2009-09-04T18:41:41.000Z,"Miamisburg, OH",SANDRA JOHNSON,"I am Proud White American Woman.Christian Beliefs. Mom & Grandma. # Navy, # Marines, #Maga, # NRA, # TRUMP TRAIN. # Liberalism is a Mental Disorder No Dems.",6252d06c3e5bb9f9,US,city,"Miamisburg, OH","[-84.30945, 39.584523, -84.202828, 39.675365]",Etats-Unis,Miamisburg,2016-12-20,obama succeed complet divid countri racist view hatr trump difficult job,0,55,11.0
19,19,20,810999666494046212,Arrival was great but mostly I was thinking about how differently it would've gone during a Trump presidency,175222900,McMisoprostol,2010-08-06T00:59:51.000Z,She/y’all/they,Hayley V. McMahon,abortion researcher | public health grad student @JohnsHopkinsSPH | @dukeu anthropology alum | appalachian for repro justice | @hollerhealth board,bced47a0c99c71d0,US,city,"Durham, NC","[-79.0075886, 35.866334, -78.783292, 36.115631]",Etats-Unis,Durham,2016-12-20,arriv great mostli think differ would gone trump presid,1,1,30.0
20,20,21,810999646625480705,"There's a lot wrong with Texas politically, but rn I'm proud to live in the only Trump state to flip any of its electors.",24775323,elkmating,2009-03-16T21:37:41.000Z,"Austin, TX",John Erler,Head dude @MasterPancake. @Jeopardy Champ.  I LIKE TO WATCH.  Black Lives Matter.,e0060cda70f5f341,US,admin,"Texas, USA","[-106.645646, 25.837092, -93.508131, 36.500695]",Etats-Unis,Texas,2016-12-20,lot wrong texa polit rn proud live trump state flip elector,2,48,13.0
21,21,22,810999644406714368,@radsegatapes she made Trump into her t-ball and she whiffed it hard.,14949094,disco_socialist,2008-05-29T22:34:49.000Z,"Portland, OR",𝐛𝐫𝐞𝐚𝐤𝐛𝐞𝐚𝐭 𝐭𝐚𝐤𝐞𝐬𝐡𝐢 🏳️‍🌈,🧔🏾 biracial 🏳️‍🌈 queer 👨🏾‍🏭 working class ♂️ cis [he / him],ac88a4f17a51c7fc,US,city,"Portland, OR","[-122.7900653, 45.421863, -122.471751, 45.6509405]",Etats-Unis,Portland,2016-12-20,made trump tball whif hard,0,6,54.0
22,22,23,810999621249941504,@USAforTrump2016 yay 😊 for a  Trump America! We did it!,738802753519030272,AliceCAKANicki2,2016-06-03T18:41:17.000Z,"Washington, USA",Alice C AKA Nicki Mc,"Funny 😂 and happy 😊 love ❤️ our heroes and American!! wife of heroes, husband Korea Marine, daughter Army, son in law Air Force !",bc3a38d3d5999b4b,US,admin,"Washington, USA","[-124.848975, 45.543542, -116.915989, 49.0025023]",Etats-Unis,Washington,2016-12-20,yay trump america,1,5,11.0
23,23,24,810999564295540737,@kikilee1964 @DrownedBurrito @bluecanary610 @MMFlint How many fellons and illegals voted in ca? Figure that out &amp; Trump   wins pop vote ez!,760855343396114432,biighub,2016-08-03T15:10:24.000Z,"Moreno Valley, CA",Biighub,"🇺🇸 RAIDER NATION! HVAC/R tech, former corrections officer, safe space wrecker, Libtard liberator, fast pitch softball junkie! baseball coach #bluelivesmatter",c8448d3a8975a816,US,city,"Moreno Valley, CA","[-117.296536, 33.858759, -117.139304, 33.985089]",Etats-Unis,Moreno Valley,2016-12-20,mani fellon illeg vote ca figur amp trump win pop vote ez,2,14,17.0
24,24,25,810999553130434565,Pleasure to chat on @MSNBC just now with @AriMelber and  @WilliamCohan re trump's billionaire cabinet's stacks &amp; stacks &amp;stacks of conflicts,1965420800,NormEisen,2013-10-16T19:47:36.000Z,"Washington, DC",Norm Eisen,Senior Fellow @brookingsgov. Chair @statesunited. Legal Analyst @cnn. Tweets are my own views only. Seriously.,01fbe706f872cb32,US,city,"Washington, DC","[-77.119401, 38.801826, -76.909396, 38.9953797]",Etats-Unis,Washington,2016-12-20,pleasur chat trump billionair cabinet stack amp stack ampstack conflict,0,21,26.0
25,25,26,810999490274619392,"https://t.co/AfRVUIrxyY

The Trump Era is upon us...

#ElectoralCollege #MakeAmericaWhiteAgain",701208785331875840,EvolvingManLBV,2016-02-21T00:56:17.000Z,"Atlanta, GA",Kneegrodamus🚩🏴 (he/him/bad-ass muthafucker),"Kneegrodamus, can you predict the future? 

Leo, you're gonna die, Virgo, you're gonna die, Taurus, you're gonna die, Gemini, you're gonna die...",ae8761907bd9c420,US,city,"Decatur, GA","[-84.3158273, 33.7509382, -84.277985, 33.7934771]",Etats-Unis,Decatur,2016-12-20,trump era upon us,1,21,15.0
26,26,27,810999422637244416,@jaketapper @barbarastarrcnn Trump has lot to say bout terrorism but ignores this. Afraid to make his buddy #Putin mad?,322184161,tigeradman1,2011-06-22T19:27:56.000Z,Atlanta,Allan Crow,"I am a progressive Democratic political media consultant. LSU alum. Geaux Tigers! Live in Decatur, Ga. Married to the wonderful Teresa Tucker. Views are my own.",7142eb97ae21e839,US,admin,"Georgia, USA","[-85.605166, 30.355644, -80.742567, 35.000771]",Etats-Unis,Georgia,2016-12-20,trump lot say bout terror ignor afraid make buddi putin mad,0,49,1.0
27,27,29,810999389049061376,"@GEOFFWOAD69 @OOBYNNO @AP Okay, so you're saying that Clinton would have brought in her “gang”, and Trump's handed the keys to these ppl…",9648292,coreyward,2007-10-24T07:38:43.000Z,"Austin, TX",Corey Ward,"Work: Code @Figma. React/Gatsby/Sanity. Personal: I make furniture, fly FPV drones, and shoot photos. Always down for a spontaneous adventure. Opinions my own.",c3f37afa9efcf94b,US,city,"Austin, TX","[-97.928935, 30.127892, -97.5805133, 30.5187994]",Etats-Unis,Austin,2016-12-20,okay say clinton would brought gang trump hand key ppl,2,42,30.0
28,28,30,810999367737966593,@CNNPolitics @OutFrontCNN @BriannaKeilar @wolfblitzer @AC360 keep focusing on Trashing Trump pathetic -more electors left Hillary Report,376761624,DocBarry1,2011-09-20T13:11:00.000Z,"Huntington Woods, MI",DocBarry1,Love of Family and proud of America,cf4c3ec0111a59b2,US,city,"Huntington Woods, MI","[-83.183354, 42.474052, -83.153051, 42.489443]",Etats-Unis,Huntington Woods,2016-12-20,keep focus trash trump pathet elector left hillari report,2,39,11.0
29,29,31,810999360980815872,@TheRightShift Which moral Trump? Thrice divorced? Pussy grabber? Trump U Con man?,21125777,Greg_Coogan,2009-02-17T20:20:43.000Z,"Alameda, CA",Greg Coogan,I have a right to be wrong. So do you. You've already won if you refuse to lose.,01bca76f5d619702,US,city,"Norris Canyon, CA","[-122.011284, 37.739925, -121.979751, 37.768856]",Etats-Unis,Norris Canyon,2016-12-20,moral trump thrice divorc pussi grabber trump u con man,1,21,52.0
30,30,33,810999336301641729,"GUESS WHAT?  Donald Trump won and he IS your next president.So, snuggle up with your therapy dog and watch what a successful pres looks like https://t.co/YttL4AeYfq",248418477,JC2MAGA,2011-02-06T23:43:06.000Z,"Tennessee, USA",JC4America,"Jesus 1st, Family  2nd, and country 3rd. Not a Republican, but a constitutional conservative. Happily Married, follow me on PARLER @jc2maga",165269430f88d842,US,city,"Mount Juliet, TN","[-86.583643, 36.12784, -86.456775, 36.315578]",Etats-Unis,Mount Juliet,2016-12-20,guess donald trump next presidentso snuggl therapi dog watch success pre look like,2,4,18.0
31,31,34,810999320908533761,@MiaFarrow @politico re: Trump boys = Barbarians at the gate,52897020,jettwalker,2009-07-01T23:51:08.000Z,"New: Mexico, Jersey, York",Jettwalker,"User-centered, accessibility & experience designer. Grandma, conscious being, elephant spotter, question asker, listener. https://t.co/HQ5ARLheFc",813a485b26b8dae2,US,city,"Albuquerque, NM","[-106.7916912, 35.0158912, -106.473745, 35.218114]",Etats-Unis,Albuquerque,2016-12-20,trump boy barbarian gate,1,21,32.0
32,32,35,810999314130632704,"No time for despair! We must now build a bold, progressive Dem Party to take back America from Trump. #ElectoralCollege #p2",587875070,EricShapiro3,2012-05-23T00:39:55.000Z,"Queens, NY",LeftOfTheDial,"New Yorker. Backer of progressive primary challengers/incumbents. “If there is no struggle, there is no progress.” #NotMeUs",01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2016-12-20,time despair must build bold progress dem parti take back america trump p2,2,33,2.0
33,33,36,810999297193967616,@mmpadellan Ban Trump NOW!,898165160,josephstokesbar,2012-10-22T18:46:24.000Z,IOWA,joseph stokesbary,"Live in Iowa, 74 and counting, male Democrat, Dodger fan, Hawkeye fan, I have always depended on the kindness of psychopaths No DMS PLease.",3cd4c18d3615bbc9,US,admin,"Iowa, USA","[-96.6396669, 40.375437, -90.140061, 43.50102]",Etats-Unis,Iowa,2016-12-20,ban trump,2,21,5.0
34,34,38,810999272661356544,"[https://t.co/3xwuVXeUNa]
""Deranged and Dangerous: Democrats Try to Steal Election by Threatening Electors""
https://t.co/msw9aGGOe4 https://t.co/4TuCMDHiwF",1130537934,ustatruck,2013-01-29T09:27:58.000Z,"Holley, NY",JustinCase,A devout CONSTITUTIONALIST. Life member of @OOIDA. Various AF SecPol posts WORLDWIDE; Former Crete Owner/Operator #Trump2024,94965b2c45386f87,US,admin,"New York, USA","[-79.76259, 40.477383, -71.777492, 45.015851]",Etats-Unis,New York,2016-12-20,derang danger democrat tri steal elect threaten elector,0,17,0.0
35,35,39,810999259868889092,"@TeaPainUSA Perspective. Now we have to: ""Get over it"" ""Deal with it"" ""Trump won,"" etc. like they've ignored us for last 8 yrs.",284738545,Eradona,2011-04-19T21:44:58.000Z,"Florida, USA",Mothra,"Created by Gaia to protect the Earth 🌏 against all threats, esp. the Orange Monster in the White House. #TheResistance #votebluenomatterwho",fbd1502e5edce6bf,US,city,"Cape Coral, FL","[-82.069567, 26.531814, -81.9041014, 26.741146]",Etats-Unis,Cape Coral,2016-12-20,perspect get deal trump etc like ignor us last 8 yr,0,37,23.0
36,36,40,810999168386920448,Trump keeps talking out his ass. We need to keep telling people about his half truths &amp; lies.,551459389,andrewstark02,2012-04-12T01:09:51.000Z,"Pittsburgh, PA",Andrew Stark,Published author of Serial Murder Mysteries. Look deep into the shadows and you will find me looking back. Oh yeah.... My opinions are my own!,01b347e54132a78d,US,city,"Cranberry, PA","[-80.160831, 40.6404525, -79.995749, 40.7760807]",Etats-Unis,Cranberry,2016-12-20,trump keep talk ass need keep tell peopl half truth amp lie,2,55,32.0
37,37,41,810999079715172353,Can we take names off election ballots like they do for job applications&amp; just vote the issues?Surprise 🎉you voted for humanity. #DumpTrump,66283962,Jessicalee_119,2009-08-17T05:15:06.000Z,SOBX NC,jessimca,Black Lives Matter  🌼 Justice for Breonna Taylor,de4ce211af5cd6cf,US,city,"Havelock, NC","[-76.9482469, 34.85557, -76.853819, 34.952004]",Etats-Unis,Havelock,2016-12-20,take name elect ballot like job vote vote human dumptrump,1,30,3.0
38,38,42,810999047158956032,"Eyeing VA Overhaul, Trump Mulls Veterans Secretary Post https://t.co/5qZh04ERhI",33142966,FOX40,2009-04-19T05:46:11.000Z,"Sacramento, CA",FOX40 News,"Unique storytelling, breaking news, and sports news. Covering Northern California; Sacramento, Stockton, Modesto. Tips? news@FOX40.com",4de072969805ac41,US,city,"West Palm Beach, FL","[-80.2006, 26.644671, -80.044639, 26.7991205]",Etats-Unis,West Palm Beach,2016-12-20,eye va overhaul trump mull veteran secretarypost,2,43,53.0
39,39,45,810998981341904896,"@RachelToler2 god did not intervene in america's election, he abandoned it.",802858010460753921,kastacherkim,2016-11-27T12:54:00.000Z,"Pennsylvania, USA",kim stacher,general dentist for 45 years. distance runner.JFK 50 finisher.,0097a1de4d520b9a,US,city,"Washington, PA","[-80.327525, 40.131709, -80.208588, 40.200796]",Etats-Unis,Washington,2016-12-20,god interven america elect abandon,2,27,2.0
40,40,46,810998956322746368,@Brasilmagic IQ of middle America way down via Trump.,485206190,MichaelEddy6,2012-02-06T23:21:49.000Z,Connecticut. USA,Michael Eddy,"Screenwriter, Da to my kids, substitute teacher, softball player, Yankee fan. Not necessarily in that order. Probably out of order now that I think about it.",a5b6bdd8008412b1,US,city,"Danbury, CT","[-73.545122, 41.352784, -73.400835, 41.463455]",Etats-Unis,Danbury,2016-12-20,iq middl america way via trump,0,38,17.0
41,41,47,810998911699742720,i have no time for jews who voted trump,53282530,bridgkd,2009-07-03T03:31:58.000Z,chicago,bridg,chock full of bones!,6a83705c6ef0b6b0,US,city,"Potomac, MD","[-77.248462, 38.971077, -77.1418208, 39.0693022]",Etats-Unis,Potomac,2016-12-20,time jew vote trump,1,33,40.0
42,42,48,810998855286353920,"President-Elect Donald J Trump to all Republican, Democratic and Liberal Backstabbers and Liars, 2 words come January 20th  ""YOU'RE FIRED""😆😥",720361540000575488,PSirabella,2016-04-13T21:22:29.000Z,BAYRIDGE BROOKLYN,TONY S,DEPLORABLE TONY. I AM EITHER YOUR BEST DREAM COME TRUE OR YOUR WORST NIGHTMARE. DON'T FUCK WITH PEOPLE I LOVE AND RESPECT. PAY THE PRICE & YOU Will PAY IT!,011add077f4d2da3,US,city,"Brooklyn, NY","[-74.041878, 40.570842, -73.855673, 40.739434]",Etats-Unis,Brooklyn,2016-12-20,donald j trump republican democrat liber backstabb liar 2 word come januari 20th your fire,2,17,24.0
43,43,49,810998841931603968,@latinaafortrump Trump's our leader!!,273239749,xion91764,2011-03-28T03:10:33.000Z,Great Trump state of Ohio,David Evans,"Proud father of 3 beautiful daughters. God-loving Christian.
USAF Veteran. Patriot. Trump Deplorable. Supporter of Israel.",3e16246d8205b329,US,city,"Willoughby Hills, OH","[-81.488121, 41.569695, -81.389499, 41.621429]",Etats-Unis,Willoughby Hills,2016-12-20,trump leader,1,21,37.0
44,44,51,810998772700499968,friendly reminder that you're ugly as fuck if you support trump,1220511842,bcgay,2013-02-26T05:02:22.000Z,brooklyn,s,reduce reuse recycle rihanna,cb88149ad6010142,US,city,"North Babylon, NY","[-73.343986, 40.710649, -73.306456, 40.750622]",Etats-Unis,North Babylon,2016-12-20,friendli remind ugli fuck support trump,2,19,23.0
45,45,52,810998763082788865,"Oh, great Taco Cat God in the sky...please have asshole trump...I will never capitolize that name again...btw...impeached. 
On January 21.",3118251099,not_theimp,2015-03-26T12:04:05.000Z,"Washington, USA",Teresa,"The real test is not will you avoid failure, because you won't. It's will you let it harden or shame you into inaction, or will you learn from it ~
B. Obama",017c1581247dd535,US,city,"Eatonville, WA","[-122.287325, 46.855454, -122.2486612, 46.8801739]",Etats-Unis,Eatonville,2016-12-20,oh great taco cat god skypleas asshol trumpi never capitol name januari 21,2,27,24.0
46,46,53,810998739003379713,My mom says that we are not allowed to say Donald Trump's name or talk about him in this house. This is the greatest new family rule. #home,1149866636,_harperestelle_,2013-02-05T03:53:59.000Z,"Chicago, IL",how ✌🏻”am”✌🏻I?,sunny disposition with a dark sense of humor & a side of sass 💅🏻 ✨she/her✨ actor 🎭 writer ✍🏻 insta: @harper_estelle & @allthingstarotastrology,1d9a5370a355ab0c,US,city,"Chicago, IL","[-87.940033, 41.644102, -87.523993, 42.0230669]",Etats-Unis,Chicago,2016-12-20,mom say allow say donald trump name talk hous greatest new famili rule home,0,40,1.0
47,47,54,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text,2,0,1.0
48,48,55,811083193113866240,“Is Trump Hitler? Probably Not — And Other Notes From Today’s Electoral College Circus” by @mtracey https://t.co/4PEQ7KxjVL,11332012,kateloving,2007-12-19T12:03:39.000Z,East Coast America,katelovingshenk 🌹 #Medicare4All Activist,Chosen by Bernie Sanders Campaign to be a Community Connector. Author Of The Prayer Prescription Series. Nurse for four decades. #Bernie2020,dd9c503d6c35364b,US,admin,"Pennsylvania, USA","[-80.519851, 39.719801, -74.689517, 42.516072]",Etats-Unis,Pennsylvania,2016-12-20,trump hitler probabl note today elector colleg circu,2,39,11.0
49,49,56,811083192958681089,@Dlstoke @ejmontini @azcentral Trump won't make a full term. Impeached.,3318111751,MickDAmario,2015-08-17T20:29:49.000Z,"Minnesota, USA",Mickey D’Amario 🇺🇦,The last of the extremely stable geniuses • Good manners and bad breath will get you nowhere • Neocon Liberal • #FBR • #Resist • #PutinWarCrimes •  🇺🇦,58fe33e6473d1519,US,city,"Waconia, MN","[-93.8215127, 44.8241411, -93.7601199, 44.862424]",Etats-Unis,Waconia,2016-12-20,trump wo make full term impeach,0,5,25.0
